;ACUSACION;ANIO_DENUNCIA;ANIO_ENTRADA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_DELITO;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS;MUNICIPIO;Total de Casos;MUNICIPIO;Tipo de Poblacion;Cantidad de Poblaciòn;Poblacion Afectada
937;0;2020;2020;2020;1;0;0;0;FEMINICIDIO ART. 104A C.P.;6;0;1;FEMINICIDIO;6;0;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
938;0;2020;2020;2020;1;0;0;0;FEMINICIDIO ART. 104A C.P.;6;0;1;FEMINICIDIO;5;0;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
939;0;2020;2020;2020;1;0;0;0;FEMINICIDIO ART. 104A C.P.;15;0;5;FEMINICIDIO;5;0;0;0;Ley 906;GIRARDOT;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1;;;;;;
940;0;2020;2020;2020;1;0;0;0;FEMINICIDIO ART. 104A C.P.;31;0;1;FEMINICIDIO;8;0;0;0;Ley 906;JAMUNDÍ;Colombia;Extranjero;0;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1;;;;;;
941;0;2020;2021;2020;0;0;0;0;FEMINICIDIO ART. 104A C.P.;28;1;1;FEMINICIDIO;6;0;0;0;Ley 906;PIEDECUESTA;Colombia;Colombia;1;DIRECCIÓN SECCIONAL DE SANTANDER;MASCULINO;1;;;;;;
942;0;2020;2021;2020;0;0;0;0;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;12;1;2;FEMINICIDIO;4;0;0;1;Ley 906;MORALES;Colombia;Colombia;1;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1;;;;;;
943;0;2020;2021;2020;0;1;0;0;FEMINICIDIO ART. 104A C.P.;6;0;2;FEMINICIDIO;5;0;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;1;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1;;;;;;
944;0;2020;2022;2020;0;1;0;1;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;12;0;4;FEMINICIDIO;4;0;0;1;Ley 906;MORALES;Colombia;Colombia;1;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1;;;;;;
945;0;2020;2022;2020;0;1;1;0;FEMINICIDIO ART. 104A C.P.;31;0;3;FEMINICIDIO;6;0;0;1;Ley 906;CALI;Colombia;Colombia;1;DIRECCIÓN SECCIONAL DE CALI;MASCULINO;1;;;;;;
946;0;2021;2021;2010;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;4;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1;;;;;;
947;0;2021;2021;2010;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;5;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1;;;;;;
948;0;2021;2021;2010;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;8;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Extranjero;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
949;0;2021;2021;2019;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;6;1;0;0;Ley 906;MEDELLÍN;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1;;;;;;
950;0;2021;2021;2019;0;0;0;0;FEMINICIDIO ART. 104A C.P.;22;1;1;FEMINICIDIO;8;1;0;0;Ley 906;SAN MARTÍN;Colombia;Extranjero;0;DIRECCIÓN SECCIONAL DE META;FEMENINO;1;;;;;;
951;0;2021;2021;2019;0;0;0;0;FEMINICIDIO ART. 104A C.P.;27;1;1;FEMINICIDIO;4;1;0;0;Ley 906;PEREIRA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE RISARALDA;FEMENINO;1;;;;;;
952;0;2021;2021;2020;0;0;0;0;FEMINICIDIO ART. 104A C.P.;5;1;1;FEMINICIDIO;8;1;0;0;Ley 906;PUERTO COLOMBIA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1;;;;;;
953;0;2021;2021;2020;0;0;0;0;FEMINICIDIO ART. 104A C.P.;15;1;1;FEMINICIDIO;8;1;0;0;Ley 906;SOACHA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1;;;;;;
954;0;2021;2021;2020;0;1;0;0;FEMINICIDIO ART. 104A C.P.;5;1;2;FEMINICIDIO;8;1;0;1;Ley 906;MALAMBO;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1;;;;;;
955;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;6;1;0;0;Ley 906;APARTADÓ;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE ANTIOQUIA;FEMENINO;2;;;;;;
956;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;6;1;0;0;Ley 906;MEDELLÍN;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;4;;;;;;
957;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;6;1;0;0;Ley 906;MEDELLÍN;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;MASCULINO;1;;;;;;
958;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;6;1;0;0;Ley 906;MEDELLÍN;Colombia;Venezuela;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1;;;;;;
959;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;6;1;1;0;Ley 906;MEDELLÍN;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;2;;;;;;
960;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;6;1;1;0;Ley 906;MONTEBELLO;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE ANTIOQUIA;FEMENINO;1;;;;;;
961;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;6;1;1;0;Ley 906;VALDIVIA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE ANTIOQUIA;FEMENINO;1;;;;;;
962;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;5;1;0;0;Ley 906;MEDELLÍN;Colombia;Extranjero;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;NO_DECLARA;1;;;;;;
963;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;5;1;0;0;Ley 906;MEDELLÍN;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1;;;;;;
964;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;5;1;1;0;Ley 906;GIRARDOTA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1;;;;;;
965;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;5;1;1;0;Ley 906;MEDELLÍN;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1;;;;;;
966;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;5;1;1;0;Ley 906;MEDELLÍN;Colombia;Venezuela;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1;;;;;;
967;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;8;1;0;0;Ley 906;MEDELLÍN;Colombia;Extranjero;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1;;;;;;
968;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;8;1;0;0;Ley 906;PUEBLORRICO;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE ANTIOQUIA;FEMENINO;1;;;;;;
969;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;2;FEMINICIDIO;6;1;0;1;Ley 906;MEDELLÍN;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1;;;;;;
970;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;0;1;FEMINICIDIO;6;1;1;0;Ley 906;MEDELLÍN;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1;;;;;;
971;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;0;1;FEMINICIDIO;5;1;1;0;Ley 906;NECHÍ;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE ANTIOQUIA;FEMENINO;1;;;;;;
972;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;0;1;FEMINICIDIO;1;1;1;0;Ley 906;TURBO;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE ANTIOQUIA;MASCULINO;1;;;;;;
973;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;3;1;1;FEMINICIDIO;5;1;1;0;Ley 906;TAME;Colombia;Venezuela;0;DIRECCIÓN SECCIONAL DE ARAUCA;FEMENINO;1;;;;;;
974;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;3;1;1;FEMINICIDIO;8;1;0;0;Ley 906;ARAUCA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE ARAUCA;FEMENINO;1;;;;;;
975;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;3;1;1;FEMINICIDIO;8;1;0;0;Ley 906;ARAUCA;Colombia;Venezuela;0;DIRECCIÓN SECCIONAL DE ARAUCA;FEMENINO;1;;;;;;
976;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;4;0;1;FEMINICIDIO;6;1;1;0;Ley 906;SAN ANDRÉS;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;FEMENINO;1;;;;;;
977;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;5;1;1;FEMINICIDIO;5;1;1;0;Ley 906;BARRANQUILLA;Colombia;Venezuela;0;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1;;;;;;
978;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;5;1;1;FEMINICIDIO;5;1;1;0;Ley 906;GALAPA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1;;;;;;
979;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;5;1;1;FEMINICIDIO;8;1;0;0;Ley 906;POLONUEVO;Colombia;Extranjero;0;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1;;;;;;
980;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;4;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
981;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;6;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;11;;;;;;
982;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;6;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Venezuela;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
983;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;6;1;1;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;2;;;;;;
984;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;7;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
985;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;7;1;1;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
986;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;5;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Extranjero;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
987;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;5;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;8;;;;;;
988;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;5;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1;;;;;;
989;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;5;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Venezuela;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
990;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;1;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Extranjero;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
991;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;1;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
992;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;8;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Extranjero;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1;;;;;;
993;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;8;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;15;;;;;;
994;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;8;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1;;;;;;
995;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;2;FEMINICIDIO;6;1;0;1;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
996;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;2;FEMINICIDIO;6;1;0;1;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1;;;;;;
997;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;2;FEMINICIDIO;5;1;0;1;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
998;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;2;FEMINICIDIO;8;1;0;1;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
999;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;0;1;FEMINICIDIO;6;0;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;1;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
1000;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;0;1;FEMINICIDIO;6;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;3;;;;;;
1001;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;0;1;FEMINICIDIO;6;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1;;;;;;
1002;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;0;1;FEMINICIDIO;2;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1;;;;;;
1003;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;0;1;FEMINICIDIO;8;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Extranjero;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;NO_DECLARA;1;;;;;;
1004;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;0;1;FEMINICIDIO;8;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;4;;;;;;
1005;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;0;2;FEMINICIDIO;6;1;1;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;2;;;;;;
1006;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;0;2;FEMINICIDIO;8;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;;;;;;
1007;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;7;1;1;FEMINICIDIO;6;1;0;0;Ley 906;ALTOS DEL ROSARIO;Colombia;Venezuela;0;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1;;;;;;
1008;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;7;1;1;FEMINICIDIO;6;1;0;0;Ley 906;CARTAGENA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1;;;;;;
1009;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;7;1;1;FEMINICIDIO;5;1;0;0;Ley 906;CARTAGENA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1;;;;;;
1010;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;7;1;1;FEMINICIDIO;8;1;0;0;Ley 906;CARTAGENA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1;;;;;;
1011;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;7;1;1;FEMINICIDIO;8;1;0;0;Ley 906;CARTAGENA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOLÍVAR;MASCULINO;1;;;;;;
1012;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;7;0;1;FEMINICIDIO;5;1;1;0;Ley 906;CARTAGENA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1;;;;;;
1013;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;7;0;1;FEMINICIDIO;8;1;0;0;Ley 906;CARTAGENA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOLÍVAR;MASCULINO;1;;;;;;
1014;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;8;1;1;FEMINICIDIO;6;1;0;0;Ley 906;COPER;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOYACÁ;FEMENINO;1;;;;;;
1015;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;8;1;1;FEMINICIDIO;8;1;0;0;Ley 906;GUATEQUE;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOYACÁ;FEMENINO;1;;;;;;
1016;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;8;0;1;FEMINICIDIO;6;1;1;0;Ley 906;BUSBANZÁ;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOYACÁ;FEMENINO;1;;;;;;
1017;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;8;0;1;FEMINICIDIO;6;1;1;0;Ley 906;TUNUNGUÁ;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOYACÁ;FEMENINO;1;;;;;;
1018;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;11;1;1;FEMINICIDIO;6;1;1;0;Ley 906;YOPAL;Colombia;Venezuela;0;DIRECCIÓN SECCIONAL DE CASANARE;FEMENINO;1;;;;;;
1019;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;11;1;1;FEMINICIDIO;8;1;0;0;Ley 906;YOPAL;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CASANARE;FEMENINO;1;;;;;;
1020;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;11;0;1;FEMINICIDIO;6;1;1;0;Ley 906;AGUAZUL;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CASANARE;FEMENINO;1;;;;;;
1021;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;12;1;1;FEMINICIDIO;6;1;1;0;Ley 906;ARGELIA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1;;;;;;
1022;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;12;1;1;FEMINICIDIO;5;1;0;0;Ley 906;POPAYÁN;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1;;;;;;
1023;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;12;1;1;FEMINICIDIO;5;1;0;0;Ley 906;PUERTO TEJADA;Colombia;Venezuela;0;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1;;;;;;
1024;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;12;1;1;FEMINICIDIO;5;1;0;0;Ley 906;SANTANDER DE QUILICHAO;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1;;;;;;
1025;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;12;1;1;FEMINICIDIO;5;1;1;0;Ley 906;LÓPEZ;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1;;;;;;
1026;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;12;1;1;FEMINICIDIO;5;1;1;0;Ley 906;SUCRE;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1;;;;;;
1027;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;12;0;1;FEMINICIDIO;6;1;1;0;Ley 906;GUAPI;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1;;;;;;
1028;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;12;0;1;FEMINICIDIO;2;1;1;0;Ley 906;GUAPI;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1;;;;;;
1029;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;13;1;1;FEMINICIDIO;4;1;0;0;Ley 906;VALLEDUPAR;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1;;;;;;
1030;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;13;1;1;FEMINICIDIO;6;1;0;0;Ley 906;VALLEDUPAR;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1;;;;;;
1031;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;13;1;1;FEMINICIDIO;6;1;1;0;Ley 906;AGUACHICA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;;;;;;
1032;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;13;0;1;FEMINICIDIO;6;1;1;0;Ley 906;SAN ALBERTO;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;;;;;;
1033;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;13;0;1;FEMINICIDIO;2;1;1;0;Ley 906;SAN ALBERTO;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;;;;;;
1034;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;13;0;1;FEMINICIDIO;5;1;0;0;Ley 906;VALLEDUPAR;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;2;;;;;;
1035;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;13;0;1;FEMINICIDIO;5;1;1;0;Ley 906;AGUACHICA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;;;;;;
1036;0;2021;2021;2021;0;0;0;0;FEMINICIDIO ART. 104A C.P.;16;1;1;FEMINICIDIO;6;1;0;0;Ley 906;MONTERÍA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1;;;;;;
